"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_answer","correct_button_mouse_response","correct_instructions","correct_keyboard_response","correct_mouse_response","count_about_this_template","count_block_loop","count_block_sequence","count_end_of_experiment","count_end_of_practice","count_experiment","count_experimental_loop","count_feedback","count_fixation","count_instructions","count_keyboard_response","count_logger","count_mouse_response","count_practice_loop","count_reset_feedback","count_stimulus","count_trial_sequence","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","initiation_time","initiation_time_mouse_response","keyboard_backend","left_bg","left_bold","left_family","left_font","left_image","left_option","live_row","live_row_block_loop","live_row_experimental_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","practice","prime_congruency","question","repeat_cycle","response","response_end_of_experiment","response_end_of_practice","response_feedback","response_instructions","response_keyboard_response","response_mouse_response","response_time","response_time_end_of_experiment","response_time_end_of_practice","response_time_feedback","response_time_instructions","response_time_keyboard_response","response_time_mouse_response","right_bg","right_bold","right_family","right_font","right_image","right_option","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_about_this_template","time_block_loop","time_block_sequence","time_end_of_experiment","time_end_of_practice","time_experiment","time_experimental_loop","time_feedback","time_fixation","time_instructions","time_keyboard_response","time_logger","time_mouse_response","time_practice_loop","time_reset_feedback","time_stimulus","time_trial_sequence","timestamps_mouse_response","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","xpos_mouse_response","ypos_mouse_response"
"0","0","1472.3719999892637","1472.3719999892637","white","yes","psycho","psycho","psycho","0","uniform","0","right_option","right_option","undefined","NA","0","NA","0","0","0","NA","0","0","NA","0","0","NA","0","0","NA","0","0","0","Wed Mar 17 13:55:24 2021","A template containing a practice and an experimental phase","yes","mousetracking.osexp","C:/Users/esben/Desktop/study/4th semester/percact","no","sans","no","18","no","black","no","yes","1080","184.4701999798417","184.4701999798417","psycho","grey","no","sans","black","vaccine.png","Resultater af Astra Zenica-test","0","0","0","C:/Users/esben/Desktop/study/4th semester/percact/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.8","no","congruent","Hvor godt virker Astra Zenica-vaccinen?","0","left_option","NA","NA","NA","space","NA","left_option","1472.3719999892637","NA","NA","NA","1538.6953999986872","NA","1472.3719999892637","yellow","yes","sans","black","virus.jpg","Resultater af Astra Zenica-test","2","psycho","1024","2","48000","-16","experiment","0","even","NA","7472.799599985592","7472.507799975574","NA","NA","5911.09269997105","7471.912799985148","NA","8124.614999978803","5931.484500062652","NA","9806.191200041212","8329.159099957906","NA","NA","8329.01500002481","8119.562400039285","[8331.838099984452, 8342.1727999812, 8352.467400021851, 8362.66230000183, 8372.850900050253, 8383.008199976757, 8393.168300040998, 8403.362400014885, 8413.56050001923, 8423.785799997859, 8433.981099980883, 8444.318299996667, 8454.64410004206, 8464.944200008176, 8475.213199970312, 8485.60809995979, 8495.90870004613, 8506.101800012402, 8516.308299964294, 8526.504099951126, 8536.978599964641, 8547.19049995765, 8557.381400023587, 8567.563600023277, 8577.763500041328, 8587.938499986194, 8598.120699985884, 8608.329099952243, 8618.591499980539, 8628.804699983448, 8638.99470004253, 8649.15990002919, 8659.346000058576, 8669.762599980459, 8680.033699958585, 8690.226200036705, 8700.417799991556, 8710.633100010455, 8720.857799984515, 8731.065300060436, 8741.269599995576, 8751.537000061944, 8761.788500007242, 8771.984799997881, 8782.195499981754, 8792.402200051583, 8802.60139994789, 8812.792400014587, 8822.967099957168, 8833.158800029196, 8843.361099949107, 8853.748199995607, 8863.990499987267, 8874.179400037974, 8884.412199957296, 8894.632800016552, 8904.834400047548, 8915.021799970418, 8925.213300040923, 8935.42500003241, 8945.697100018151, 8955.894900020212, 8966.117599979043, 8976.808200008236, 8987.027700059116, 8997.210300061852, 9007.401500013657, 9017.637499957345, 9027.841300005093, 9038.274700054899, 9048.581399954855, 9058.77010000404, 9068.98139999248, 9079.171600053087, 9089.365200023167, 9099.581300048158, 9110.186000005342, 9120.362299960107, 9130.548399989493, 9140.83639997989, 9151.045699953102, 9161.230899975635, 9171.434000018053, 9181.621600058861, 9191.793899983168, 9201.979400007986, 9212.175499997102, 9222.385799977928, 9232.575800037012, 9242.76140006259, 9252.91899999138, 9263.112399959937, 9273.287300020456, 9283.472800045274, 9293.66199998185, 9303.850900032558, 9314.033200033009, 9324.227900011465, 9334.508700063452, 9344.8174999794, 9355.223800055683, 9365.463300026022, 9375.65059994813, 9385.831500054337, 9395.968300057575, 9406.156399985775, 9416.348400060087, 9426.710300031118, 9437.155400053598, 9447.388599975966, 9457.570799975656, 9467.767799971625, 9477.964299963787, 9488.140200031921, 9498.424499994144, 9508.70829995256, 9518.90090003144, 9529.101300053298, 9539.319099974819, 9549.484699964523, 9559.674800024368, 9569.867099984549, 9580.012700054795, 9590.20600002259, 9600.415399996564, 9610.597599996254, 9620.787700056098, 9630.99700002931, 9641.20539999567, 9651.498200022615, 9661.710800020956, 9671.904999995604, 9682.07550002262, 9692.225900013, 9702.42510002572, 9712.712300010026, 9722.96569996979, 9733.150399988517, 9743.348899995908, 9753.566300030798, 9763.749100035056, 9773.963700048625, 9784.158000024036, 9794.340900029056, 9804.210099973716]","Extended template","0","1472.3719999892637","1","yes","1920","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.0, -7.0, -16.0, -19.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -42.0, -120.0, -159.0, -204.0, -291.0, -332.0, -375.0, -413.0, -479.0, -507.0, -531.0, -566.0, -579.0, -589.0, -599.0, -600.0, -600.0, -601.0, -604.0, -607.0, -616.0, -622.0, -630.0, -638.0, -654.0, -662.0, -668.0, -681.0, -687.0, -693.0, -701.0, -704.0, -707.0, -713.0, -717.0, -721.0, -725.0, -732.0, -735.0, -737.0, -739.0, -739.0, -739.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0]","[-100, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -101.0, -103.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -104.0, -116.0, -166.0, -191.0, -208.0, -234.0, -243.0, -254.0, -261.0, -276.0, -282.0, -285.0, -288.0, -291.0, -294.0, -296.0, -297.0, -297.0, -297.0, -294.0, -291.0, -285.0, -282.0, -281.0, -280.0, -280.0, -281.0, -282.0, -287.0, -289.0, -292.0, -298.0, -300.0, -301.0, -307.0, -310.0, -313.0, -316.0, -321.0, -323.0, -324.0, -326.0, -327.0, -327.0, -329.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0]"
"50","50","1491.3420499651693","1491.3420499651693","white","yes","psycho","psycho","psycho","0","uniform","1","right_option","right_option","undefined","NA","1","NA","0","0","0","NA","0","0","NA","1","0","NA","1","1","NA","0","1","1","Wed Mar 17 13:55:24 2021","A template containing a practice and an experimental phase","yes","mousetracking.osexp","C:/Users/esben/Desktop/study/4th semester/percact","no","sans","no","18","no","black","no","yes","1080","0","0","psycho","grey","no","sans","black","vaccine.png","Bedste løsninger på COVID19","1","1","0","C:/Users/esben/Desktop/study/4th semester/percact/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.8","no","congruent","Hvordan løser vi COVID19?","0","right_option","NA","NA","NA","space","NA","right_option","1510.3120999410748","NA","NA","NA","1538.6953999986872","NA","1510.3120999410748","yellow","yes","sans","black","virus.jpg","Bedste løsninger på COVID19","2","psycho","1024","2","48000","-16","experiment","0","even","NA","7472.799599985592","7472.507799975574","NA","NA","5911.09269997105","7471.912799985148","NA","10311.960099963471","5931.484500062652","NA","12031.321699963883","10517.068500048481","NA","NA","10516.953199985437","10305.61200005468","[10517.938600038178, 10528.216999955475, 10538.67999999784, 10548.912000027485, 10559.108900022693, 10569.299299968407, 10579.496899968944, 10589.973599999212, 10600.228099967353, 10610.424499958754, 10620.618700049818, 10630.812400020659, 10641.113599995151, 10651.455900049768, 10661.774500040337, 10671.966299996711, 10682.230900041759, 10692.461100057699, 10702.677899971604, 10712.900400045328, 10723.106599994935, 10733.348999987356, 10743.581100017764, 10753.799500060268, 10764.19120002538, 10774.521099985577, 10784.724100027233, 10794.914299971424, 10805.10899994988, 10815.29389997013, 10825.5142000271, 10835.723500000313, 10846.07379999943, 10856.295199948363, 10866.868200013414, 10877.066900022328, 10887.2776000062, 10897.471099975519, 10907.683399971575, 10917.882499983534, 10928.084600018337, 10938.290299964137, 10948.51719995495, 10958.728000055999, 10968.927099951543, 10979.111299966462, 10989.286700030789, 10999.466100009158, 11009.695200016722, 11020.072299987078, 11030.333200003952, 11040.53220001515, 11050.82050000783, 11061.016599996947, 11071.23939995654, 11081.432500039227, 11091.636199969798, 11101.839000009932, 11112.03249997925, 11122.236800030805, 11132.447500014678, 11142.654899973422, 11152.941199950874, 11163.155699963681, 11173.359400010668, 11183.533999952488, 11193.816700018942, 11204.11100005731, 11214.372199960053, 11224.597100052051, 11234.80480001308, 11244.986100005917, 11255.171500029974, 11265.378399984911, 11275.581700028852, 11285.773399984464, 11295.97149998881, 11306.1620000517, 11316.349299973808, 11326.569500030018, 11336.854099994525, 11347.115600015968, 11357.319599948823, 11367.502099950798, 11377.677100012079, 11387.900699977763, 11398.14489998389, 11408.309099962935, 11418.477199971676, 11428.675299976021, 11438.921099994332, 11449.160399963148, 11459.358399966732, 11469.813599949703, 11480.025400058366, 11490.314300055616, 11500.52969995886, 11510.748100001365, 11521.019499981776, 11531.40129998792, 11541.738700005226, 11551.995199988596, 11562.163900001906, 11572.502000024542, 11582.712200004607, 11592.865000013262, 11603.049400029704, 11613.221399951726, 11623.37549997028, 11633.5843000561, 11643.824000027962, 11654.008500045165, 11664.202300016768, 11674.370000022464, 11684.528499958105, 11694.706000038423, 11704.897799994797, 11715.051400009543, 11725.269600050524, 11735.52580003161, 11745.733899995685, 11755.99830003921, 11766.19740005117, 11776.367699960247, 11786.545800045133, 11796.824799966998, 11806.985900038853, 11817.171200062148, 11827.368300058879, 11837.56540005561, 11847.733499947935, 11857.888099970296, 11868.05120005738, 11878.250099951401, 11888.449699967168, 11898.62059999723, 11908.797199954279, 11918.951599975117, 11929.098000051454, 11939.323700033128, 11949.51399997808, 11959.716800018214, 11969.907799968496, 11980.040800059214, 11990.194199956022, 12000.458599999547, 12010.665499954484, 12020.95689997077, 12028.250699979253]","Extended template","1","2982.6840999303386","2","yes","1920","[0, 2.0, 5.0, 16.0, 25.0, 57.0, 78.0, 102.0, 127.0, 178.0, 202.0, 252.0, 275.0, 298.0, 322.0, 362.0, 380.0, 396.0, 418.0, 425.0, 429.0, 431.0, 429.0, 426.0, 422.0, 414.0, 411.0, 405.0, 403.0, 402.0, 401.0, 399.0, 397.0, 396.0, 394.0, 393.0, 393.0, 393.0, 393.0, 393.0, 393.0, 392.0, 391.0, 390.0, 390.0, 390.0, 391.0, 393.0, 394.0, 395.0, 399.0, 402.0, 406.0, 413.0, 416.0, 421.0, 427.0, 440.0, 446.0, 455.0, 475.0, 488.0, 501.0, 533.0, 549.0, 565.0, 597.0, 614.0, 632.0, 667.0, 681.0, 694.0, 706.0, 726.0, 733.0, 738.0, 743.0, 744.0, 744.0, 745.0, 745.0, 745.0, 745.0, 745.0, 745.0, 745.0, 745.0, 745.0, 745.0, 745.0, 746.0, 746.0, 751.0, 754.0, 756.0, 758.0, 763.0, 765.0, 767.0, 768.0, 769.0, 769.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0, 770.0]","[-100, -99.0, -98.0, -96.0, -95.0, -93.0, -95.0, -96.0, -95.0, -94.0, -94.0, -90.0, -87.0, -84.0, -80.0, -69.0, -63.0, -57.0, -43.0, -35.0, -28.0, -14.0, -8.0, -3.0, 3.0, 11.0, 14.0, 19.0, 20.0, 21.0, 22.0, 23.0, 23.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 23.0, 19.0, 14.0, 7.0, 3.0, -2.0, -7.0, -16.0, -20.0, -24.0, -34.0, -40.0, -46.0, -62.0, -70.0, -79.0, -88.0, -106.0, -116.0, -127.0, -151.0, -165.0, -179.0, -205.0, -218.0, -229.0, -251.0, -259.0, -267.0, -281.0, -287.0, -292.0, -298.0, -305.0, -308.0, -310.0, -312.0, -313.0, -313.0, -314.0, -314.0, -314.0, -314.0, -314.0, -314.0, -314.0, -314.0, -314.0, -314.0, -314.0, -315.0, -315.0, -319.0, -320.0, -322.0, -324.0, -327.0, -328.0, -330.0, -331.0, -331.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0, -332.0]"
